TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,FTARATE,PTSOFF TO,2NDPTS,FBPS,PITP,2PM,2PA,2P%,TEAM OPP,MATCH UP OPP,W/L OPP,MIN OPP,PTS OPP,FGM OPP,FGA OPP,FG% OPP,3PM OPP,3PA OPP,3P% OPP,FTM OPP,FTA OPP,FT% OPP,OREB OPP,DREB OPP,REB OPP,AST OPP,TOV OPP,STL OPP,BLK OPP,PF OPP,+/- OPP,OFFRTG OPP,DEFRTG OPP,NETRTG OPP,AST% OPP,AST/TO OPP,ASTRATIO OPP,OREB% OPP,DREB% OPP,REB% OPP,TOV% OPP,EFG% OPP,TS% OPP,PACE OPP,PIE OPP,FTARATE OPP,PTSOFF TO OPP,2NDPTS OPP,FBPS OPP,PITP OPP,2PM OPP,2PA OPP,2P% OPP
DEN,DEN @ CHI,11/13/2022,W,48,126,48,80,60.0,13,27,48.1,17,21,81.0,5,31,36,33,16,11,3,17,23,126.0,102.0,24.0,68.8,2.06,23.9,14.3,76.2,48.1,16.0,68.1,70.6,100.5,61.0,0.263,21,6,9,58,35,53,66.0,CHI,CHI vs. DEN,L,48,103,40,81,49.4,6,22,27.3,17,21,81.0,8,28,36,24,19,9,4,19,-23,102.0,126.0,-24.0,60.0,1.26,17.9,23.8,85.7,51.9,18.8,53.1,57.1,100.5,39.0,0.259,20,8,15,54,34,59,57.6
MEM,MEM @ WAS,11/13/2022,L,48,92,38,96,39.6,9,28,32.1,7,10,70.0,14,37,51,21,17,7,6,24,-10,92.9,102.0,-9.1,55.3,1.24,15.0,33.3,75.9,53.5,17.2,44.3,45.8,99.5,41.3,0.104,18,23,15,50,29,68,42.6,WAS,WAS vs. MEM,W,48,102,36,86,41.9,19,40,47.5,11,21,52.4,9,38,47,26,15,9,6,15,10,102.0,92.9,9.1,72.2,1.73,18.7,24.1,66.7,46.5,15.0,52.9,53.5,99.5,58.7,0.244,12,6,10,34,17,46,37.0
LAL,LAL vs. BKN,11/13/2022,W,48,116,44,91,48.4,11,27,40.7,17,20,85.0,12,33,45,25,9,3,2,22,13,120.8,108.4,12.4,56.8,2.78,18.4,31.3,75.0,53.1,9.4,54.4,58.1,95.5,53.8,0.22,14,15,4,56,33,64,51.6,BKN,BKN @ LAL,L,48,103,36,80,45.0,7,27,25.9,24,31,77.4,8,33,41,22,13,5,5,17,-13,108.4,120.8,-12.4,61.1,1.69,17.1,25.0,68.8,46.9,13.7,49.4,55.0,95.5,46.2,0.388,10,8,14,48,29,53,54.7
BKN,BKN @ LAL,11/13/2022,L,48,103,36,80,45.0,7,27,25.9,24,31,77.4,8,33,41,22,13,5,5,17,-13,108.4,120.8,-12.4,61.1,1.69,17.1,25.0,68.8,46.9,13.7,49.4,55.0,95.5,46.2,0.388,10,8,14,48,29,53,54.7,LAL,LAL vs. BKN,W,48,116,44,91,48.4,11,27,40.7,17,20,85.0,12,33,45,25,9,3,2,22,13,120.8,108.4,12.4,56.8,2.78,18.4,31.3,75.0,53.1,9.4,54.4,58.1,95.5,53.8,0.22,14,15,4,56,33,64,51.6
GSW,GSW @ SAC,11/13/2022,L,48,115,42,90,46.7,16,47,34.0,15,16,93.8,8,35,43,27,18,5,5,20,-7,110.6,117.3,-6.7,64.3,1.5,19.0,22.4,72.9,47.4,17.3,55.6,59.3,104.0,46.1,0.178,26,13,12,46,26,43,60.5,SAC,SAC vs. GSW,W,48,122,47,91,51.6,16,37,43.2,12,19,63.2,9,36,45,31,16,8,2,17,7,117.3,110.6,6.7,66.0,1.94,21.2,27.1,77.6,52.6,15.4,60.4,61.4,104.0,53.9,0.209,18,17,10,52,31,54,57.4
NYK,NYK vs. OKC,11/13/2022,L,48,135,48,97,49.5,10,31,32.3,29,33,87.9,13,22,35,25,13,13,2,18,-10,125.0,133.0,-8.0,52.1,1.92,16.8,31.4,73.5,48.2,12.0,54.6,60.5,108.5,45.4,0.34,21,17,14,74,38,66,57.6,OKC,OKC @ NYK,W,48,145,55,88,62.5,17,31,54.8,18,20,90.0,4,34,38,31,19,9,5,27,10,133.0,125.0,8.0,56.4,1.63,20.8,26.5,68.6,51.8,17.4,72.2,74.9,108.5,54.6,0.227,16,7,14,66,38,57,66.7
CLE,CLE vs. MIN,11/13/2022,L,48,124,40,89,44.9,17,34,50.0,27,39,69.2,16,24,40,22,10,6,1,22,-5,122.8,130.3,-7.5,55.0,2.2,15.7,30.9,71.8,47.9,9.9,54.5,58.4,100.0,43.4,0.438,13,22,4,42,23,55,41.8,MIN,MIN @ CLE,W,48,129,46,82,56.1,12,24,50.0,25,34,73.5,11,36,47,30,13,5,4,30,5,130.3,122.8,7.5,65.2,2.31,21.4,28.2,69.1,52.1,13.1,63.4,66.5,100.0,56.6,0.415,19,6,16,54,34,58,58.6
WAS,WAS vs. MEM,11/13/2022,W,48,102,36,86,41.9,19,40,47.5,11,21,52.4,9,38,47,26,15,9,6,15,10,102.0,92.9,9.1,72.2,1.73,18.7,24.1,66.7,46.5,15.0,52.9,53.5,99.5,58.7,0.244,12,6,10,34,17,46,37.0,MEM,MEM @ WAS,L,48,92,38,96,39.6,9,28,32.1,7,10,70.0,14,37,51,21,17,7,6,24,-10,92.9,102.0,-9.1,55.3,1.24,15.0,33.3,75.9,53.5,17.2,44.3,45.8,99.5,41.3,0.104,18,23,15,50,29,68,42.6
UTA,UTA @ WAS,11/12/2022,L,48,112,44,94,46.8,14,40,35.0,10,11,90.9,7,35,42,33,12,4,3,17,-9,110.9,119.8,-8.9,75.0,2.75,22.8,21.6,84.4,51.0,11.9,54.3,56.7,101.0,45.4,0.117,8,4,4,48,30,54,55.6,WAS,WAS vs. UTA,W,48,121,44,88,50.0,16,36,44.4,17,20,85.0,6,40,46,27,9,6,8,14,9,119.8,110.9,8.9,61.4,3.0,20.0,15.6,78.4,49.0,8.9,59.1,62.5,101.0,54.6,0.227,12,11,13,52,28,52,53.8
POR,POR @ DAL,11/12/2022,L,48,112,36,80,45.0,13,31,41.9,27,35,77.1,12,32,44,20,12,6,2,21,-5,117.9,123.2,-5.3,55.6,1.67,15.5,29.2,77.3,52.2,12.6,53.1,58.7,95.0,46.6,0.438,21,20,6,36,23,49,46.9,DAL,DAL vs. POR,W,48,117,41,81,50.6,14,43,32.6,21,26,80.8,7,33,40,26,11,8,2,27,5,123.2,117.9,5.3,63.4,2.36,19.8,22.7,70.8,47.8,11.6,59.3,63.3,95.0,53.4,0.321,20,9,12,48,27,38,71.1
DAL,DAL vs. POR,11/12/2022,W,48,117,41,81,50.6,14,43,32.6,21,26,80.8,7,33,40,26,11,8,2,27,5,123.2,117.9,5.3,63.4,2.36,19.8,22.7,70.8,47.8,11.6,59.3,63.3,95.0,53.4,0.321,20,9,12,48,27,38,71.1,POR,POR @ DAL,L,48,112,36,80,45.0,13,31,41.9,27,35,77.1,12,32,44,20,12,6,2,21,-5,117.9,123.2,-5.3,55.6,1.67,15.5,29.2,77.3,52.2,12.6,53.1,58.7,95.0,46.6,0.438,21,20,6,36,23,49,46.9
DET,DET vs. BOS,11/12/2022,L,48,108,37,89,41.6,16,38,42.1,18,21,85.7,11,39,50,23,14,4,3,23,-9,109.1,119.4,-10.3,62.2,1.64,16.8,28.8,77.8,53.8,14.1,50.6,55.0,98.5,44.6,0.236,9,15,5,30,21,51,41.2,BOS,BOS @ DET,W,48,117,39,91,42.9,18,48,37.5,21,24,87.5,9,33,42,27,7,6,4,17,9,119.4,109.1,10.3,69.2,3.86,19.7,22.2,71.2,46.2,7.1,52.7,57.6,98.5,55.4,0.264,14,13,14,36,21,43,48.8
LAC,LAC vs. BKN,11/12/2022,L,48,95,34,85,40.0,11,31,35.5,16,20,80.0,10,36,46,22,18,4,6,17,-15,96.9,112.2,-15.3,64.7,1.22,16.4,28.3,82.6,53.5,18.4,46.5,50.6,98.0,41.4,0.235,9,15,6,34,23,54,42.6,BKN,BKN @ LAC,W,48,110,40,83,48.2,16,35,45.7,14,21,66.7,6,35,41,27,13,9,6,18,15,112.2,96.9,15.3,67.5,2.08,20.3,17.4,71.7,46.5,13.3,57.8,59.6,98.0,58.6,0.253,18,8,8,34,24,48,50.0
WAS,WAS vs. UTA,11/12/2022,W,48,121,44,88,50.0,16,36,44.4,17,20,85.0,6,40,46,27,9,6,8,14,9,119.8,110.9,8.9,61.4,3.0,20.0,15.6,78.4,49.0,8.9,59.1,62.5,101.0,54.6,0.227,12,11,13,52,28,52,53.8,UTA,UTA @ WAS,L,48,112,44,94,46.8,14,40,35.0,10,11,90.9,7,35,42,33,12,4,3,17,-9,110.9,119.8,-8.9,75.0,2.75,22.8,21.6,84.4,51.0,11.9,54.3,56.7,101.0,45.4,0.117,8,4,4,48,30,54,55.6
TOR,TOR @ IND,11/12/2022,L,48,104,37,94,39.4,7,35,20.0,23,29,79.3,16,27,43,14,12,12,8,18,-14,103.0,115.7,-12.7,37.8,1.17,10.5,30.0,65.1,44.7,11.9,43.1,48.7,101.5,40.3,0.309,22,21,12,52,30,59,50.8,IND,IND vs. TOR,W,48,118,41,82,50.0,19,43,44.2,17,23,73.9,11,40,51,33,21,4,6,23,14,115.7,103.0,12.7,80.5,1.57,22.0,34.9,70.0,55.3,20.6,61.6,64.0,101.5,59.7,0.28,15,17,18,40,22,39,56.4
BOS,BOS @ DET,11/12/2022,W,48,117,39,91,42.9,18,48,37.5,21,24,87.5,9,33,42,27,7,6,4,17,9,119.4,109.1,10.3,69.2,3.86,19.7,22.2,71.2,46.2,7.1,52.7,57.6,98.5,55.4,0.264,14,13,14,36,21,43,48.8,DET,DET vs. BOS,L,48,108,37,89,41.6,16,38,42.1,18,21,85.7,11,39,50,23,14,4,3,23,-9,109.1,119.4,-10.3,62.2,1.64,16.8,28.8,77.8,53.8,14.1,50.6,55.0,98.5,44.6,0.236,9,15,5,30,21,51,41.2
PHI,PHI vs. ATL,11/12/2022,W,48,121,44,80,55.0,8,24,33.3,25,31,80.6,2,29,31,24,12,10,5,26,12,119.8,107.9,11.9,54.5,2.0,18.3,15.8,61.5,42.2,11.9,60.0,64.6,101.0,57.3,0.388,33,4,18,56,36,56,64.3,ATL,ATL @ PHI,L,48,109,40,89,44.9,6,24,25.0,23,27,85.2,12,31,43,20,19,4,2,19,-12,107.9,119.8,-11.9,50.0,1.05,14.3,38.5,84.2,57.8,18.8,48.3,54.0,101.0,42.7,0.303,13,11,18,56,34,65,52.3
CHA,CHA @ MIA,11/12/2022,L,48,115,46,90,51.1,9,31,29.0,14,16,87.5,4,33,37,25,12,4,3,21,-17,112.7,128.2,-15.4,54.3,2.08,18.7,15.2,73.9,44.6,11.8,56.1,59.3,102.5,42.6,0.178,17,9,14,64,37,59,62.7,MIA,MIA vs. CHA,W,48,132,49,93,52.7,16,41,39.0,18,21,85.7,9,37,46,32,12,7,5,19,17,128.2,112.7,15.4,65.3,2.67,21.8,26.1,84.8,55.4,11.7,61.3,64.6,102.5,57.4,0.226,13,17,10,58,33,52,63.5
HOU,HOU @ NOP,11/12/2022,L,48,106,40,79,50.6,12,36,33.3,14,18,77.8,10,33,43,24,26,7,4,23,-13,105.0,117.8,-12.9,60.0,0.92,17.4,31.0,71.7,52.3,25.7,58.2,61.0,101.0,44.2,0.228,16,14,4,48,28,43,65.1,NOP,NOP vs. HOU,W,48,119,42,86,48.8,8,29,27.6,27,31,87.1,12,24,36,28,12,13,1,23,13,117.8,105.0,12.9,66.7,2.33,19.7,28.3,69.0,47.7,11.9,53.5,59.7,101.0,55.8,0.36,32,10,16,56,34,57,59.6
NOP,NOP vs. HOU,11/12/2022,W,48,119,42,86,48.8,8,29,27.6,27,31,87.1,12,24,36,28,12,13,1,23,13,117.8,105.0,12.9,66.7,2.33,19.7,28.3,69.0,47.7,11.9,53.5,59.7,101.0,55.8,0.36,32,10,16,56,34,57,59.6,HOU,HOU @ NOP,L,48,106,40,79,50.6,12,36,33.3,14,18,77.8,10,33,43,24,26,7,4,23,-13,105.0,117.8,-12.9,60.0,0.92,17.4,31.0,71.7,52.3,25.7,58.2,61.0,101.0,44.2,0.228,16,14,4,48,28,43,65.1
IND,IND vs. TOR,11/12/2022,W,48,118,41,82,50.0,19,43,44.2,17,23,73.9,11,40,51,33,21,4,6,23,14,115.7,103.0,12.7,80.5,1.57,22.0,34.9,70.0,55.3,20.6,61.6,64.0,101.5,59.7,0.28,15,17,18,40,22,39,56.4,TOR,TOR @ IND,L,48,104,37,94,39.4,7,35,20.0,23,29,79.3,16,27,43,14,12,12,8,18,-14,103.0,115.7,-12.7,37.8,1.17,10.5,30.0,65.1,44.7,11.9,43.1,48.7,101.5,40.3,0.309,22,21,12,52,30,59,50.8
ATL,ATL @ PHI,11/12/2022,L,48,109,40,89,44.9,6,24,25.0,23,27,85.2,12,31,43,20,19,4,2,19,-12,107.9,119.8,-11.9,50.0,1.05,14.3,38.5,84.2,57.8,18.8,48.3,54.0,101.0,42.7,0.303,13,11,18,56,34,65,52.3,PHI,PHI vs. ATL,W,48,121,44,80,55.0,8,24,33.3,25,31,80.6,2,29,31,24,12,10,5,26,12,119.8,107.9,11.9,54.5,2.0,18.3,15.8,61.5,42.2,11.9,60.0,64.6,101.0,57.3,0.388,33,4,18,56,36,56,64.3
MIA,MIA vs. CHA,11/12/2022,W,48,132,49,93,52.7,16,41,39.0,18,21,85.7,9,37,46,32,12,7,5,19,17,128.2,112.7,15.4,65.3,2.67,21.8,26.1,84.8,55.4,11.7,61.3,64.6,102.5,57.4,0.226,13,17,10,58,33,52,63.5,CHA,CHA @ MIA,L,48,115,46,90,51.1,9,31,29.0,14,16,87.5,4,33,37,25,12,4,3,21,-17,112.7,128.2,-15.4,54.3,2.08,18.7,15.2,73.9,44.6,11.8,56.1,59.3,102.5,42.6,0.178,17,9,14,64,37,59,62.7
BKN,BKN @ LAC,11/12/2022,W,48,110,40,83,48.2,16,35,45.7,14,21,66.7,6,35,41,27,13,9,6,18,15,112.2,96.9,15.3,67.5,2.08,20.3,17.4,71.7,46.5,13.3,57.8,59.6,98.0,58.6,0.253,18,8,8,34,24,48,50.0,LAC,LAC vs. BKN,L,48,95,34,85,40.0,11,31,35.5,16,20,80.0,10,36,46,22,18,4,6,17,-15,96.9,112.2,-15.3,64.7,1.22,16.4,28.3,82.6,53.5,18.4,46.5,50.6,98.0,41.4,0.235,9,15,6,34,23,54,42.6
SAC,SAC @ LAL,11/11/2022,W,48,120,45,87,51.7,12,36,33.3,18,21,85.7,10,30,40,27,15,10,4,17,6,120.0,115.2,4.8,60.0,1.8,19.3,31.0,64.6,48.9,15.0,58.6,62.3,99.5,55.1,0.241,16,17,16,60,33,51,64.7,LAL,LAL vs. SAC,L,48,114,42,88,47.7,10,25,40.0,20,26,76.9,14,27,41,22,14,11,5,22,-6,115.2,120.0,-4.8,52.4,1.57,15.9,35.4,69.0,51.1,14.1,53.4,57.3,99.5,44.9,0.295,13,19,12,58,32,63,50.8
SAS,SAS vs. MIL,11/11/2022,W,48,111,43,85,50.6,12,31,38.7,13,15,86.7,9,41,50,22,19,3,13,22,18,113.3,95.9,17.4,51.2,1.16,16.5,32.6,60.6,50.0,19.4,57.6,60.6,97.5,63.6,0.176,23,17,21,50,31,54,57.4,MIL,MIL @ SAS,L,48,93,32,98,32.7,12,43,27.9,17,23,73.9,21,27,48,22,17,7,5,14,-18,95.9,113.3,-17.4,68.8,1.29,15.0,39.4,67.4,50.0,17.5,38.8,43.0,97.5,36.4,0.235,24,21,0,32,20,55,36.4
CLE,CLE @ GSW,11/11/2022,L,48,101,37,92,40.2,8,30,26.7,19,26,73.1,14,32,46,25,13,6,3,17,-5,104.1,108.2,-4.0,67.6,1.92,18.0,29.8,81.4,52.0,13.4,44.6,48.8,97.5,46.0,0.283,18,17,9,52,29,62,46.8,GSW,GSW vs. CLE,W,48,106,40,82,48.8,15,36,41.7,11,14,78.6,8,36,44,29,15,5,3,27,5,108.2,104.1,4.0,72.5,1.93,21.5,18.6,70.2,48.0,15.3,57.9,60.1,97.5,54.0,0.171,11,4,16,42,25,46,54.3
DET,DET @ NYK,11/11/2022,L,48,112,37,80,46.3,7,31,22.6,31,41,75.6,12,31,43,22,15,6,6,23,-9,112.0,121.0,-9.0,59.5,1.47,16.1,31.9,63.0,48.5,15.0,50.6,57.1,100.0,48.2,0.513,18,13,11,54,30,49,61.2,NYK,NYK vs. DET,W,48,121,42,94,44.7,10,40,25.0,27,29,93.1,16,31,47,23,11,7,3,31,9,121.0,112.0,9.0,54.8,2.09,16.2,37.0,68.1,51.5,11.0,50.0,56.7,100.0,51.8,0.309,20,20,7,60,32,54,59.3
BOS,BOS vs. DEN,11/11/2022,W,48,131,50,90,55.6,16,37,43.2,15,20,75.0,10,36,46,30,7,3,5,19,19,140.9,120.4,20.4,60.0,4.29,22.2,29.3,71.7,53.2,7.5,64.4,66.3,93.0,58.2,0.222,9,13,18,52,34,53,64.2,DEN,DEN @ BOS,L,48,112,42,92,45.7,12,29,41.4,16,20,80.0,11,27,38,26,6,3,1,16,-19,120.4,140.9,-20.4,61.9,4.33,19.4,28.3,70.7,46.8,6.5,52.2,55.6,93.0,41.8,0.217,4,17,11,46,30,63,47.6
NYK,NYK vs. DET,11/11/2022,W,48,121,42,94,44.7,10,40,25.0,27,29,93.1,16,31,47,23,11,7,3,31,9,121.0,112.0,9.0,54.8,2.09,16.2,37.0,68.1,51.5,11.0,50.0,56.7,100.0,51.8,0.309,20,20,7,60,32,54,59.3,DET,DET @ NYK,L,48,112,37,80,46.3,7,31,22.6,31,41,75.6,12,31,43,22,15,6,6,23,-9,112.0,121.0,-9.0,59.5,1.47,16.1,31.9,63.0,48.5,15.0,50.6,57.1,100.0,48.2,0.513,18,13,11,54,30,49,61.2
OKC,OKC vs. TOR,11/11/2022,W,48,132,52,93,55.9,15,36,41.7,13,17,76.5,15,29,44,31,19,10,6,27,19,126.9,109.7,17.2,59.6,1.63,20.3,40.9,65.4,54.2,18.3,64.0,65.7,103.5,58.0,0.183,13,11,17,70,37,57,64.9,TOR,TOR @ OKC,L,48,113,38,88,43.2,11,30,36.7,26,36,72.2,14,25,39,20,16,13,4,16,-19,109.7,126.9,-17.2,52.6,1.25,14.2,34.6,59.1,45.8,15.5,49.4,54.4,103.5,42.0,0.409,27,26,8,48,27,58,46.6
MEM,MEM vs. MIN,11/11/2022,W,48,114,44,88,50.0,7,33,21.2,19,27,70.4,15,31,46,25,14,8,3,19,11,120.0,109.6,10.4,56.8,1.79,17.9,40.8,77.3,58.1,14.7,54.0,57.1,94.5,53.5,0.307,18,32,10,62,37,55,67.3,MIN,MIN @ MEM,L,48,103,37,79,46.8,10,30,33.3,19,22,86.4,7,26,33,29,15,10,4,25,-11,109.6,120.0,-10.4,78.4,1.93,22.0,22.7,59.2,41.9,16.0,53.2,58.1,94.5,46.5,0.278,17,9,5,46,27,49,55.1
DEN,DEN @ BOS,11/11/2022,L,48,112,42,92,45.7,12,29,41.4,16,20,80.0,11,27,38,26,6,3,1,16,-19,120.4,140.9,-20.4,61.9,4.33,19.4,28.3,70.7,46.8,6.5,52.2,55.6,93.0,41.8,0.217,4,17,11,46,30,63,47.6,BOS,BOS vs. DEN,W,48,131,50,90,55.6,16,37,43.2,15,20,75.0,10,36,46,30,7,3,5,19,19,140.9,120.4,20.4,60.0,4.29,22.2,29.3,71.7,53.2,7.5,64.4,66.3,93.0,58.2,0.222,9,13,18,52,34,53,64.2
ORL,ORL vs. PHX,11/11/2022,W,48,114,43,82,52.4,15,33,45.5,13,15,86.7,9,41,50,23,15,2,4,11,17,122.6,104.3,18.3,53.5,1.53,18.1,27.5,70.7,53.1,16.1,61.6,64.3,93.0,60.7,0.183,11,16,0,50,28,49,57.1,PHX,PHX @ ORL,L,48,97,38,95,40.0,13,42,31.0,8,9,88.9,11,27,38,22,11,7,4,14,-17,104.3,122.6,-18.3,57.9,2.0,16.8,29.3,72.5,46.9,11.8,46.8,49.0,93.0,39.3,0.095,14,6,12,44,25,53,47.2
MIN,MIN @ MEM,11/11/2022,L,48,103,37,79,46.8,10,30,33.3,19,22,86.4,7,26,33,29,15,10,4,25,-11,109.6,120.0,-10.4,78.4,1.93,22.0,22.7,59.2,41.9,16.0,53.2,58.1,94.5,46.5,0.278,17,9,5,46,27,49,55.1,MEM,MEM vs. MIN,W,48,114,44,88,50.0,7,33,21.2,19,27,70.4,15,31,46,25,14,8,3,19,11,120.0,109.6,10.4,56.8,1.79,17.9,40.8,77.3,58.1,14.7,54.0,57.1,94.5,53.5,0.307,18,32,10,62,37,55,67.3
PHX,PHX @ ORL,11/11/2022,L,48,97,38,95,40.0,13,42,31.0,8,9,88.9,11,27,38,22,11,7,4,14,-17,104.3,122.6,-18.3,57.9,2.0,16.8,29.3,72.5,46.9,11.8,46.8,49.0,93.0,39.3,0.095,14,6,12,44,25,53,47.2,ORL,ORL vs. PHX,W,48,114,43,82,52.4,15,33,45.5,13,15,86.7,9,41,50,23,15,2,4,11,17,122.6,104.3,18.3,53.5,1.53,18.1,27.5,70.7,53.1,16.1,61.6,64.3,93.0,60.7,0.183,11,16,0,50,28,49,57.1
LAL,LAL vs. SAC,11/11/2022,L,48,114,42,88,47.7,10,25,40.0,20,26,76.9,14,27,41,22,14,11,5,22,-6,115.2,120.0,-4.8,52.4,1.57,15.9,35.4,69.0,51.1,14.1,53.4,57.3,99.5,44.9,0.295,13,19,12,58,32,63,50.8,SAC,SAC @ LAL,W,48,120,45,87,51.7,12,36,33.3,18,21,85.7,10,30,40,27,15,10,4,17,6,120.0,115.2,4.8,60.0,1.8,19.3,31.0,64.6,48.9,15.0,58.6,62.3,99.5,55.1,0.241,16,17,16,60,33,51,64.7
GSW,GSW vs. CLE,11/11/2022,W,48,106,40,82,48.8,15,36,41.7,11,14,78.6,8,36,44,29,15,5,3,27,5,108.2,104.1,4.0,72.5,1.93,21.5,18.6,70.2,48.0,15.3,57.9,60.1,97.5,54.0,0.171,11,4,16,42,25,46,54.3,CLE,CLE @ GSW,L,48,101,37,92,40.2,8,30,26.7,19,26,73.1,14,32,46,25,13,6,3,17,-5,104.1,108.2,-4.0,67.6,1.92,18.0,29.8,81.4,52.0,13.4,44.6,48.8,97.5,46.0,0.283,18,17,9,52,29,62,46.8
MIL,MIL @ SAS,11/11/2022,L,48,93,32,98,32.7,12,43,27.9,17,23,73.9,21,27,48,22,17,7,5,14,-18,95.9,113.3,-17.4,68.8,1.29,15.0,39.4,67.4,50.0,17.5,38.8,43.0,97.5,36.4,0.235,24,21,0,32,20,55,36.4,SAS,SAS vs. MIL,W,48,111,43,85,50.6,12,31,38.7,13,15,86.7,9,41,50,22,19,3,13,22,18,113.3,95.9,17.4,51.2,1.16,16.5,32.6,60.6,50.0,19.4,57.6,60.6,97.5,63.6,0.176,23,17,21,50,31,54,57.4
TOR,TOR @ OKC,11/11/2022,L,48,113,38,88,43.2,11,30,36.7,26,36,72.2,14,25,39,20,16,13,4,16,-19,109.7,126.9,-17.2,52.6,1.25,14.2,34.6,59.1,45.8,15.5,49.4,54.4,103.5,42.0,0.409,27,26,8,48,27,58,46.6,OKC,OKC vs. TOR,W,48,132,52,93,55.9,15,36,41.7,13,17,76.5,15,29,44,31,19,10,6,27,19,126.9,109.7,17.2,59.6,1.63,20.3,40.9,65.4,54.2,18.3,64.0,65.7,103.5,58.0,0.183,13,11,17,70,37,57,64.9
WAS,WAS vs. DAL,11/10/2022,W,48,113,41,84,48.8,12,30,40.0,19,20,95.0,8,44,52,25,17,5,5,21,8,110.8,101.9,8.8,61.0,1.47,18.4,20.5,81.5,54.1,16.7,56.0,60.9,102.5,55.9,0.238,18,11,9,52,29,54,53.7,DAL,DAL @ WAS,L,48,105,37,86,43.0,18,47,38.3,13,21,61.9,7,34,41,19,13,9,1,13,-8,101.9,110.8,-8.8,51.4,1.46,14.5,18.5,79.5,45.9,12.6,53.5,55.1,102.5,44.1,0.244,18,7,7,36,19,39,48.7
ATL,ATL vs. PHI,11/10/2022,W,48,104,39,88,44.3,6,26,23.1,20,23,87.0,11,43,54,19,18,8,2,22,9,98.1,89.6,8.5,48.7,1.06,13.9,24.0,83.3,54.8,17.0,47.7,53.0,106.0,56.5,0.261,19,15,14,44,33,62,53.2,PHI,PHI @ ATL,L,48,95,32,83,38.6,6,30,20.0,25,30,83.3,9,36,45,15,17,10,5,22,-9,89.6,98.1,-8.5,46.9,0.88,11.5,16.7,76.0,45.2,16.0,42.2,49.4,106.0,43.5,0.361,16,4,10,38,26,53,49.1
PHI,PHI @ ATL,11/10/2022,L,48,95,32,83,38.6,6,30,20.0,25,30,83.3,9,36,45,15,17,10,5,22,-9,89.6,98.1,-8.5,46.9,0.88,11.5,16.7,76.0,45.2,16.0,42.2,49.4,106.0,43.5,0.361,16,4,10,38,26,53,49.1,ATL,ATL vs. PHI,W,48,104,39,88,44.3,6,26,23.1,20,23,87.0,11,43,54,19,18,8,2,22,9,98.1,89.6,8.5,48.7,1.06,13.9,24.0,83.3,54.8,17.0,47.7,53.0,106.0,56.5,0.261,19,15,14,44,33,62,53.2
POR,POR @ NOP,11/10/2022,W,48,106,37,85,43.5,12,34,35.3,20,26,76.9,11,35,46,25,9,8,2,14,11,111.6,100.0,11.6,67.6,2.78,18.9,26.0,73.5,49.5,9.5,50.6,55.0,95.0,59.3,0.306,21,18,7,46,25,51,49.0,NOP,NOP vs. POR,L,48,95,33,79,41.8,10,28,35.7,19,24,79.2,9,36,45,19,17,3,5,21,-11,100.0,111.6,-11.6,57.6,1.12,15.1,26.5,74.0,50.5,17.9,48.1,53.0,95.0,40.7,0.304,4,17,9,36,23,51,45.1
MIA,MIA vs. CHA,11/10/2022,W,53,117,39,90,43.3,10,36,27.8,29,36,80.6,8,30,38,21,11,9,1,25,5,110.4,103.7,6.7,53.8,1.91,15.3,18.2,71.4,43.3,10.4,48.9,55.3,96.91,51.6,0.4,30,12,9,52,29,54,53.7,CHA,CHA @ MIA,L,53,112,43,88,48.9,14,39,35.9,12,20,60.0,8,42,50,23,21,4,2,30,-5,103.7,110.4,-6.7,53.5,1.1,15.9,28.6,81.8,56.7,19.4,56.8,57.9,96.91,48.4,0.227,10,17,5,52,29,49,59.2
NOP,NOP vs. POR,11/10/2022,L,48,95,33,79,41.8,10,28,35.7,19,24,79.2,9,36,45,19,17,3,5,21,-11,100.0,111.6,-11.6,57.6,1.12,15.1,26.5,74.0,50.5,17.9,48.1,53.0,95.0,40.7,0.304,4,17,9,36,23,51,45.1,POR,POR @ NOP,W,48,106,37,85,43.5,12,34,35.3,20,26,76.9,11,35,46,25,9,8,2,14,11,111.6,100.0,11.6,67.6,2.78,18.9,26.0,73.5,49.5,9.5,50.6,55.0,95.0,59.3,0.306,21,18,7,46,25,51,49.0
DAL,DAL @ WAS,11/10/2022,L,48,105,37,86,43.0,18,47,38.3,13,21,61.9,7,34,41,19,13,9,1,13,-8,101.9,110.8,-8.8,51.4,1.46,14.5,18.5,79.5,45.9,12.6,53.5,55.1,102.5,44.1,0.244,18,7,7,36,19,39,48.7,WAS,WAS vs. DAL,W,48,113,41,84,48.8,12,30,40.0,19,20,95.0,8,44,52,25,17,5,5,21,8,110.8,101.9,8.8,61.0,1.47,18.4,20.5,81.5,54.1,16.7,56.0,60.9,102.5,55.9,0.238,18,11,9,52,29,54,53.7
